Deal Num,Tran Num,Param Seq Num,Param Seq Num_1,Profile Seq Num,Ins Seq Num,Instrument Source ID,Price Band,Commodity Option Exercised Flag,Cash Flow Type,Start Date,End Date,Payment Date,Rate Dtmn Date,Currency,Settlement Type,Volume,Price,Strike,Pymt,Total Value,Realized Value,Unrealized Value,Base Total Value,Base Realized Value,Base Unrealized Value,Df,Tran Status,Rate Status,Strategy,Previous Pymt,Previous Total Value,Previous Realized Value,Previous Unrealized Value,Previous Base Total Value,Previous Base Realized Value,Previous Base Unrealized Value,Change in Total Value,Previous Tran Status,New Deal,Event Source,Param ID,Param ID_1,Previous Volume,Previous Price
24240,24096,3,0,0,0,2,Off Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,31981.19,176.94,0,5658751.76,5278331.93,851203.1,4427128.83,5302450.59,3104734.51,2197716.08,1,t,n,EastCoal2,6731828.5,5990037.8,844061.09,2619296.77,4902701.37,2031283.78,312940.63,-711705.87,t,New Deal,Profile,5,5,26134.89,191.55
25073,24019,3,3,0,0,2,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,95872.23,98.19,0,9413694.26,10262804.18,884493.53,9378310.65,10952510.84,1907755.25,9044755.59,1,t,n,NorthPower,7735959.01,9229462.42,535876.53,4154714.28,12030930.19,1553904.2,5384278.15,1033341.76,t,Existing Deal,Profile,5,0,112317.65,101.18
24968,24805,2,0,0,0,2,Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,39363.19,15.2,0,598320.49,576855.99,127572.45,449283.54,486620.25,19192.04,467428.21,1,t,n,EastCoal2,582077.11,497229.23,59529.68,362297.37,394716.62,14941.91,125789.73,79626.76,t,New Deal,Profile,5,2,37673.14,16.68
25868,25512,3,4,0,0,1,Off Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,82788.93,44.49,0,3683279.5,3715820.08,298249.56,3417570.52,4267225.14,2540374.83,1726850.31,1,t,n,EastCoal2,3911528.74,3115055.99,265972.17,3000586.1,4630521.02,154492.34,478798.77,600764.09,t,New Deal,Profile,1,5,90793.36,49.03
25274,24822,0,2,0,0,1,Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,3525.31,73.87,0,260414.65,256334.31,69841.69,186492.62,270506.45,5571.23,264935.22,1,t,n,NorthPower,271177.86,292717.62,30228.91,89317.05,234715.36,3786.34,126824.41,-36383.31,t,Existing Deal,Profile,0,0,4049.26,78.89
25241,24763,4,1,0,0,2,Off Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,84251.71,143.03,0,12050522.08,12961755.3,2405119.71,10556635.59,12874828.63,2961227.33,9913601.3,1,t,n,EastCoal1,12708624.31,13611414.66,1749014.11,1517101.66,11100174.54,2695387.22,5707623.25,-649659.36,t,Existing Deal,Profile,2,4,73189.1,160.9
25308,24656,4,2,0,0,1,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,-9104.87,97.69,0,-889454.75,-950954.94,-373825.94,-577129.0,-1045493.5,-272374.77,-773118.73,1,t,n,EastCoal1,-994498.03,-950039.38,-66064.87,-475082.22,-1006659.71,-246938.24,-239443.06,-915.56,t,Existing Deal,Profile,5,1,-9040.39,108.14
24677,24439,1,1,0,0,1,Off Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,23343.93,150.51,0,3513494.9,3290173.73,1307325.49,1982848.24,4165862.42,2227179.65,1938682.77,1,t,n,EastCoal1,4127037.27,2906990.28,853224.72,623552.75,4525612.27,1810307.68,904528.73,383183.45,t,New Deal,Profile,5,4,24270.22,157.82
25719,25734,1,2,0,0,2,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,58182.1,163.43,0,9508700.6,9364975.83,3876496.48,5488479.35,10198936.64,6020098.41,4178838.23,1,t,n,EastCoal2,10259293.33,9208576.7,374927.12,4404281.88,10146201.8,2230629.66,4073929.97,156399.13,t,Existing Deal,Profile,4,0,63316.22,161.87
24643,25615,1,3,0,0,2,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,28579.24,132.56,0,3788464.05,4018832.15,231944.72,3786887.43,3503024.62,831273.19,2671751.43,1,t,n,EastCoal1,4339396.17,4072035.69,214682.0,3199014.28,3976834.68,539725.79,991913.13,-53203.54,t,New Deal,Profile,0,2,26354.94,154.97
24626,25459,2,1,0,0,1,Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,61054.98,64.28,0,3924614.11,3908864.95,555469.48,3353395.47,3659254.84,861943.52,2797311.32,1,t,n,WestGas1,4144393.56,4392932.87,204356.42,2267589.24,2996091.33,544624.47,2119687.83,-484067.92,t,Existing Deal,Profile,2,4,61131.06,64.05
24480,24794,1,1,0,0,0,Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,37747.37,140.57,0,5306147.8,5782427.35,2806875.99,2975551.36,4642127.24,3147177.0,1494950.24,1,t,n,NorthPower,5131760.86,6469405.8,2013795.15,2857504.47,4729966.77,1658354.72,1056629.82,-686978.45,t,Existing Deal,Profile,0,2,44567.47,156.31
24774,24954,4,2,0,0,1,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,66651.68,15.29,0,1019104.19,955481.01,163641.19,791839.82,1185424.1,672885.76,512538.34,1,t,n,EastCoal1,1183074.86,1085034.45,122768.72,315405.95,995501.18,446724.11,433029.8,-129553.44,t,Existing Deal,Profile,2,2,63597.82,15.12
24409,24414,3,0,0,0,2,Hourly,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,-1444.36,113.17,0,-163458.22,-168023.81,-53893.32,-114130.49,-173075.06,-10155.44,-162919.62,1,t,n,NorthPower,-176711.43,-145241.34,-10561.38,-59699.99,-143925.01,-8564.25,-54059.71,-22782.47,t,Existing Deal,Profile,2,1,-1338.05,118.14
25619,25814,3,0,0,0,0,Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,-6331.01,172.41,0,-1091529.43,-1077539.85,-286428.42,-791111.43,-1019813.83,-139645.61,-880168.22,1,t,n,EastCoal1,-1001902.36,-1249635.1,-73832.18,-560614.75,-876570.29,-115420.35,-267987.54,172095.25,t,Existing Deal,Profile,0,1,-6507.75,171.86
24721,25700,3,4,0,0,1,Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,5283.46,105.86,0,559307.08,554807.66,151041.0,403766.66,448539.84,165286.58,283253.26,1,t,n,NorthPower,460553.41,549043.94,93606.66,210230.56,534559.69,165007.94,219006.16,5763.72,t,New Deal,Profile,5,3,4876.38,84.77
24786,25545,1,1,0,0,1,Off Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,98880.5,196.29,0,19409253.34,19107499.03,164534.73,18942964.3,20376954.04,8967440.69,11409513.35,1,t,n,WestGas1,17209554.12,17605289.33,13887.57,1968694.76,20659968.66,4435781.86,2801117.74,1502209.7,t,Existing Deal,Profile,0,2,88598.82,214.4
25155,24995,3,1,0,0,2,Off Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,75938.53,186.7,0,14177723.55,15262605.47,2828603.28,12434002.19,11777170.39,7111542.07,4665628.32,1,t,n,NorthPower,16429346.32,17989826.37,251362.42,9251544.78,12794471.72,4464984.43,390808.64,-2727220.9,t,Existing Deal,Profile,5,0,70159.16,172.56
25209,25966,1,2,0,0,2,Off Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,21830.19,165.58,0,3614642.86,3837351.23,365789.03,3471562.2,3756066.1,2080221.98,1675844.12,1,t,n,EastCoal1,3416834.38,3534452.94,270218.16,630835.15,4182540.08,1422440.09,558383.62,302898.29,t,New Deal,Profile,1,5,23368.3,197.11
25736,25937,2,2,0,0,2,Off Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,46913.2,177.47,0,8325685.6,9010441.79,4168936.18,4841505.61,7581116.8,1568976.09,6012140.71,1,t,n,NorthPower,6749927.82,7942049.48,2730755.18,4346541.1,6589466.56,816006.37,2479715.26,1068392.31,t,New Deal,Profile,4,5,53102.99,179.06
24756,25835,1,0,0,0,0,Hourly,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,98255.57,116.21,0,11418279.79,11428667.06,3295953.06,8132714.0,11272013.27,3509628.49,7762384.78,1,t,n,NorthPower,11139410.36,10098036.95,2606588.5,3003064.55,10137337.03,649418.51,2686034.68,1330630.11,t,Existing Deal,Profile,0,5,102924.67,120.41
24436,25076,3,1,0,0,2,Hourly,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,88799.84,49.11,0,4360960.14,4097593.02,1171094.69,2926498.33,4559861.47,1747401.2,2812460.27,1,t,n,EastCoal2,4191216.47,4532682.78,767053.3,1809787.82,5228277.35,1489017.43,2123405.65,-435089.76,t,New Deal,Profile,5,2,78130.17,55.12
24811,25986,3,0,0,0,0,Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,2151.58,164.64,0,354236.13,363044.86,169316.48,193728.38,327494.45,180813.91,146680.54,1,t,n,NorthPower,392992.41,418038.98,119645.39,29427.16,380431.05,62709.24,47849.99,-54994.12,t,New Deal,Profile,2,0,2289.17,158.36
25643,25075,3,4,0,0,1,Hourly,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,20416.65,109.88,0,2243381.5,2375765.81,389835.23,1985930.58,2270499.96,51431.62,2219068.34,1,t,n,EastCoal2,2379191.49,2347762.13,246307.51,291590.0,1968536.49,36553.08,1557067.12,28003.68,t,Existing Deal,Profile,3,3,23282.57,122.08
25817,24101,1,1,0,0,1,Off Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,18413.63,142.6,0,2625783.64,2712449.48,725943.67,1986505.81,2600351.88,1535001.86,1065350.02,1,t,n,EastCoal1,2958063.06,3203889.41,6895.71,1921609.64,3076536.64,381966.22,481316.74,-491439.93,t,New Deal,Profile,4,1,17594.44,144.09
25260,25636,4,3,0,0,0,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,38774.16,119.84,0,4646695.33,4534639.41,2148654.33,2385985.08,3807041.67,1006073.01,2800968.66,1,t,n,EastCoal2,4579576.76,4007399.63,1242904.99,855598.65,4097134.11,95472.72,1443960.39,527239.78,t,New Deal,Profile,3,5,39897.89,109.16
25096,24374,3,2,0,0,2,Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,6199.27,95.69,0,593208.15,623112.48,28086.16,595026.32,572354.64,33046.57,539308.07,1,t,n,EastCoal1,498857.66,522609.05,24505.6,559303.55,670482.57,8823.38,243315.54,100503.43,t,New Deal,Profile,2,1,6065.41,106.23
24041,25832,1,2,0,0,0,Hourly,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,46819.33,19.21,0,899399.33,959920.67,236429.86,723490.81,1045195.37,66587.06,978608.31,1,t,n,WestGas1,890846.48,923462.38,122408.2,449058.44,1075519.91,3415.24,773972.03,36458.29,t,Existing Deal,Profile,1,5,52534.84,17.34
25324,24803,3,4,0,0,1,Off Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,93119.69,20.73,0,1930371.17,2035281.89,915463.22,1119818.67,1574685.41,318104.44,1256580.97,1,t,n,EastCoal2,1893214.49,2430124.41,302511.28,933515.01,1589590.59,79284.21,293306.54,-394842.52,t,Existing Deal,Profile,2,5,93152.41,17.53
25626,24158,3,2,0,0,1,Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,87959.01,42.45,0,3733859.97,4034948.53,1244487.61,2790460.92,3857556.72,2696878.4,1160678.32,1,t,n,EastCoal2,4159758.17,4518097.16,852182.61,95122.56,4611631.48,2291888.03,831856.78,-483148.63,t,Existing Deal,Profile,3,1,80551.88,45.83
24404,24427,4,3,0,0,0,Peak,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,9052.52,114.43,0,1035879.86,1034013.34,240162.09,793851.25,1134209.68,393254.67,740955.01,1,t,n,EastCoal2,901167.35,949105.96,198113.9,773013.61,959382.67,17980.98,376023.14,84907.38,t,Existing Deal,Profile,2,4,10826.2,94.85
24596,24466,0,0,0,0,1,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,26644.6,88.9,0,2368704.94,2369839.59,33315.42,2336524.17,1975595.46,512211.71,1463383.75,1,t,n,NorthPower,2510813.36,2417879.72,31754.79,463101.14,2009670.18,85353.31,1094713.91,-48040.13,t,Existing Deal,Profile,0,2,24502.87,101.71
25150,25364,0,2,0,0,2,Off Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,64211.74,90.26,0,5795751.65,5953839.47,614806.18,5339033.29,5659483.11,3790623.28,1868859.83,1,t,n,WestGas1,5412821.63,5115358.41,371753.37,2920422.8,5783173.03,1996079.3,1695287.72,838481.06,t,Existing Deal,Profile,2,4,65396.72,103.85
24253,25612,3,1,0,0,0,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,46839.34,174.89,0,8191732.17,8335091.43,3985404.9,4349686.53,9486881.41,3477194.83,6009686.58,1,t,n,EastCoal2,7006334.88,7880383.54,2357592.34,808204.27,11162520.9,679503.19,931323.13,454707.89,t,New Deal,Profile,0,2,47580.66,160.55
25831,24786,1,0,0,0,2,Hourly,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,41902.2,178.1,0,7462781.82,6723659.71,2714940.0,4008719.71,6173734.92,1318174.83,4855560.09,1,t,n,WestGas1,8641405.56,7541600.57,2285865.58,2964983.72,5502305.86,747806.46,2967724.64,-817940.86,t,New Deal,Profile,1,1,39658.47,158.16
25945,24657,3,1,0,0,2,Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,99224.65,104.74,0,10392789.84,9384957.69,2992902.45,6392055.24,11981518.23,1053724.92,10927793.31,1,t,n,NorthPower,12121992.29,8098994.69,534871.3,784494.56,10782745.22,972907.86,6896698.62,1285963.0,t,Existing Deal,Profile,2,5,89077.41,116.59
24526,25771,1,4,0,0,2,Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,54139.63,63.49,0,3437325.11,3206329.93,570985.91,2635344.02,2929016.61,231719.43,2697297.18,1,t,n,NorthPower,4106508.51,3533321.19,142854.05,1239161.74,3044006.24,76332.96,1101343.51,-326991.26,t,New Deal,Profile,3,5,55395.13,59.14
24183,25676,0,4,0,0,2,Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,25545.28,195.04,0,4982351.41,5285420.62,1732882.65,3552537.97,5468285.16,1957630.07,3510655.09,1,t,n,WestGas1,5747556.37,4832262.92,1590278.5,1841584.04,6211150.1,132311.51,979692.25,453157.7,t,New Deal,Profile,3,1,27611.76,213.64
24022,24995,1,4,0,0,2,Hourly,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,53637.25,90.84,0,4872407.79,4892461.36,2211754.05,2680707.31,4787454.0,590438.97,4197015.03,1,t,n,WestGas1,4539978.14,4885042.42,1543770.53,1097394.23,4445281.72,84868.78,938032.74,7418.94,t,Existing Deal,Profile,0,2,46138.55,81.46
25534,25967,3,0,0,0,0,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,35858.01,15.68,0,562253.6,530070.24,128326.19,401744.05,520556.77,56933.99,463622.78,1,t,n,NorthPower,614983.61,623397.5,75393.82,158346.24,470129.36,45199.37,333627.4,-93327.26,t,Existing Deal,Profile,5,2,37006.19,12.9
25197,25527,4,4,0,0,2,Hourly,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,87625.98,44.11,0,3865181.98,3497024.09,203044.71,3293979.38,4292114.81,1311072.92,2981041.89,1,t,n,NorthPower,3781991.54,3196105.03,91957.23,161018.14,5105659.61,512944.29,2389670.71,300919.06,t,New Deal,Profile,2,1,89992.57,47.79
25430,24772,1,2,0,0,1,Off Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,90704.18,24.86,0,2254905.91,2151791.81,132526.16,2019265.65,1971241.16,821380.69,1149860.47,1,t,n,WestGas1,2625403.58,2416198.09,39960.95,1917525.36,1836402.18,7738.59,920196.51,-264406.28,t,Existing Deal,Profile,4,4,108577.13,29.39
25549,24169,4,4,0,0,0,Off Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,23616.16,103.33,0,2440257.81,2317563.3,166025.88,2151537.42,2205878.06,1240260.88,965617.18,1,t,n,WestGas1,2630713.47,2684842.4,47046.62,846080.53,1887631.18,212551.02,22091.65,-367279.1,t,Existing Deal,Profile,3,5,22702.3,92.17
24461,25722,4,1,0,0,0,Off Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,95417.26,178.79,0,17059651.92,15926096.44,4701452.2,11224644.24,19596969.83,11300462.12,8296507.71,1,t,n,WestGas1,19020897.05,18670862.17,3275514.76,9465024.6,19748976.77,187395.37,968692.32,-2744765.73,t,Existing Deal,Profile,1,5,100911.2,156.96
25867,24412,2,4,0,0,1,Off Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,75098.2,79.54,0,5973310.83,6115072.21,1580624.22,4534447.99,6896831.02,3309353.21,3587477.81,1,t,n,EastCoal1,6507858.87,5783858.68,680644.28,1532682.39,6971972.75,1565214.88,83009.94,331213.53,t,Existing Deal,Profile,0,5,74563.17,78.66
24161,25446,4,2,0,0,0,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,95216.13,128.37,0,12222894.61,11416650.5,1856278.12,9560372.38,12410001.02,1654493.2,10755507.82,1,t,n,EastCoal2,10671041.97,13368314.41,1574210.4,2743576.77,14367266.75,1431027.15,9977225.2,-1951663.91,t,New Deal,Profile,0,3,97151.61,129.99
24452,24512,3,4,0,0,0,Hourly,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,-3197.05,70.81,0,-226383.11,-236544.98,-37363.31,-199181.67,-242277.21,-95301.9,-146975.31,1,t,n,EastCoal2,-224642.17,-266914.42,-35639.04,-17582.22,-193969.79,-89584.49,-2630.27,30369.44,t,New Deal,Profile,5,4,-3208.39,71.18
25526,25933,2,4,0,0,0,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,80806.16,108.36,0,8756155.5,9371394.12,1323356.21,8048037.91,9656623.71,2789882.82,6866740.89,1,t,n,EastCoal2,9206292.38,10677420.41,934159.86,2651066.08,10825201.11,2654881.69,2008830.46,-1306026.29,t,New Deal,Profile,3,2,78834.78,116.28
24712,24765,2,1,0,0,2,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,77831.78,144.43,0,11241243.99,11169583.11,2716922.75,8452660.36,13329913.61,7748105.14,5581808.47,1,t,n,EastCoal1,12289878.56,11083737.24,174624.56,4750070.41,15406289.12,3880673.62,1966269.89,85845.87,t,Existing Deal,Profile,2,3,85189.03,115.94
25751,25906,0,3,0,0,2,Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,-850.11,105.23,0,-89457.08,-84699.89,-20361.16,-64338.73,-75983.95,-35812.53,-40171.42,1,t,n,EastCoal2,-88181.1,-78143.81,-12680.92,-23196.09,-76142.8,-6715.09,-22742.55,-6556.08,t,New Deal,Profile,4,1,-849.32,100.17
24718,25982,3,4,0,0,0,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,63836.77,124.81,0,7967467.26,7773489.25,1386782.37,6386706.88,9285030.63,1386027.21,7899003.42,1,t,n,EastCoal1,8247894.2,6632988.5,314380.84,5685755.61,9392267.28,1192049.87,1690999.52,1140500.75,t,Existing Deal,Profile,5,0,67897.65,139.54
25744,25150,0,4,0,0,1,Off Peak,No,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,35194.9,167.21,0,5884939.23,6177451.97,1122798.67,5054653.3,5762385.5,2260595.35,3501790.15,1,t,n,EastCoal1,6712971.26,7409896.25,111212.9,212292.43,6734034.68,1813430.58,3356493.81,-1232444.28,t,New Deal,Profile,3,1,41200.54,161.72
24143,25677,0,3,0,0,1,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,14111.42,184.25,0,2600029.14,2692937.75,1225615.46,1467322.29,2356031.03,877942.08,1478088.95,1,t,n,EastCoal1,2482251.45,2326172.23,234263.92,689211.12,2323069.13,43565.26,441784.04,366765.52,t,Existing Deal,Profile,3,0,12157.76,186.16
24610,24571,1,3,0,0,1,Peak,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,74844.74,39.38,0,2947385.86,2706298.79,33239.28,2673059.51,2701929.85,118306.12,2583623.73,1,t,n,EastCoal1,2479721.69,2331202.2,926.74,1082265.11,2753315.38,117267.69,2055912.83,375096.59,t,Existing Deal,Profile,2,0,84160.77,33.26
25523,25737,1,3,0,0,0,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,70525.35,189.87,0,13390648.2,12929188.19,1218810.89,11710377.3,11123479.48,5857422.72,5266056.76,1,t,n,EastCoal2,14388412.23,13540359.99,737326.67,4617641.19,11542210.94,4279344.7,1803927.41,-611171.8,t,New Deal,Profile,2,2,79089.36,163.17
25665,24128,4,2,0,0,0,Off Peak,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,94760.06,107.78,0,10213239.27,10388724.87,1112306.99,9276417.88,8382757.49,4789747.69,3593009.8,1,t,n,WestGas1,11353197.35,9989362.9,83205.73,4771697.77,8263908.41,1385611.58,1410591.05,399361.97,t,New Deal,Profile,2,2,77593.52,116.52
25260,25743,0,2,0,0,1,Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Cash Settlement,85533.28,110.99,0,9493338.75,10173330.96,2519994.58,7653336.38,8308079.92,373246.75,7934833.17,1,t,n,WestGas1,10615594.37,8946245.45,769942.82,3084471.78,6818982.95,191229.18,1979979.21,1227085.51,t,Existing Deal,Profile,0,2,77115.26,126.46
24352,26000,3,2,0,0,2,Peak,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,39045.5,58.83,0,2297046.77,2112970.06,875201.63,1237768.43,2733819.32,322975.3,2410844.02,1,t,n,WestGas1,2062889.96,2507647.8,852310.86,276117.55,2718590.61,67486.97,899124.13,-394677.74,t,Existing Deal,Profile,1,5,31375.28,51.91
25403,25523,3,4,0,0,0,Off Peak,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,48495.55,198.64,0,9633156.05,9877152.25,4402137.87,5475014.38,10634334.35,6144551.2,4489783.15,1,t,n,NorthPower,9618643.73,11265039.95,3867965.91,35976.82,10100534.12,2563806.58,2374226.58,-1387887.7,t,Existing Deal,Profile,3,4,39240.53,167.53
25816,24118,4,4,0,0,2,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,88725.95,67.75,0,6011183.11,5685561.61,593591.46,5091970.15,5061748.09,2227499.74,2834248.35,1,t,n,EastCoal2,6553023.74,5511506.59,467569.88,39524.04,4743122.61,1083529.47,2149995.15,174055.02,t,New Deal,Profile,3,2,103422.99,70.72
24839,25870,3,3,0,0,2,Hourly,No,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,53580.54,86.34,0,4626143.82,4994391.53,1106388.07,3888003.46,5531239.58,1020265.04,4510974.54,1,t,n,NorthPower,3925580.96,4160793.72,700128.99,3188218.53,5809431.26,61983.1,1993857.58,833597.81,t,Existing Deal,Profile,5,3,43530.66,75.78
24468,25975,3,0,0,0,0,Hourly,Yes,None,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,65872.83,135.63,0,8934331.93,9476030.7,4499328.86,4976701.84,9068234.95,5620707.92,3447527.03,1,t,n,NorthPower,7966679.36,9144388.46,1352827.63,1593074.07,10713530.57,5188174.38,480725.3,331642.24,t,New Deal,Profile,3,5,75279.05,128.4
24856,24131,1,3,0,0,0,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,JPY,Physical Settlement,76394.83,66.26,0,5061921.44,5520757.08,788973.54,4731783.54,4540787.21,193711.67,4347075.54,1,t,n,WestGas1,5892813.16,4715951.64,289182.11,2282392.27,4204645.24,45421.36,4340321.71,804805.44,t,New Deal,Profile,4,5,77361.99,62.66
25665,24241,3,4,0,0,1,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,32865.28,132.18,0,4344132.71,4519727.3,26421.78,4493305.52,4532162.43,230929.43,4301233.0,1,t,n,WestGas1,4066757.68,5253581.95,4546.59,1222143.71,4796711.32,71351.7,3064216.01,-733854.65,t,New Deal,Profile,4,2,39036.77,133.26
24096,25185,2,1,0,0,0,Hourly,Yes,Physical Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,78368.66,125.79,0,9857993.74,9120159.17,3481740.91,5638418.26,10110196.73,1771725.3,8338471.43,1,t,n,EastCoal1,11570274.19,10116613.05,846938.61,2663204.33,10916220.23,1058883.96,1428664.89,-996453.88,t,Existing Deal,Profile,0,1,68341.92,102.54
24538,25723,4,2,0,0,1,Hourly,No,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Physical Settlement,-9861.52,125.35,0,-1236141.53,-1236755.11,-159873.11,-1076882.0,-1191551.3,-424815.74,-766735.56,1,t,n,NorthPower,-1321240.9,-1229816.49,-147625.58,-542162.9,-1039137.93,-117119.69,-710381.88,-6938.62,t,New Deal,Profile,3,4,-10828.48,143.06
25442,25967,1,4,0,0,2,Hourly,Yes,Cash Settlement,2025-01-04,2025-01-04,2025-01-04,2025-01-04,USD,Cash Settlement,89975.45,155.48,0,13989382.97,14359876.92,6433838.9,7926038.02,15596065.83,2293725.52,13302340.31,1,t,n,EastCoal2,15956135.0,14055889.11,3670786.1,2794502.83,18538730.14,2111342.53,7631118.12,303987.81,t,Existing Deal,Profile,2,0,104736.26,159.16
